Hour,Min,Sec,X,Y,Z,Xerror,Yerror,Zerror,Lat,Lon,h
13,34,55.0,4929750.89897421,-28956.29402649274,4033402.107065597,0.3617866587363249,0.17196406708154205,0.32148225367933847,39.477446533950456,-0.33653918673874833,48.82985961064696
13,35,0.0,4929738.556846818,-29003.444669672117,4033415.7985992264,0.27668083052375625,0.13283341139180094,0.2200540029503146,39.477610808038186,-0.33708801767221047,48.22214248031378
13,35,5.0,4929730.147725671,-29040.086405257007,4033426.7971153087,0.40995203648940265,0.19681338144889218,0.3260493558980216,39.47773419005434,-0.33751444640763895,48.89059531874955
13,35,10.0,4929725.553210587,-29059.345987244244,4033432.4533485994,0.5502686777205048,0.26417342385634235,0.43764850375171227,39.477799173109275,-0.3377385978565098,49.027995055541396
13,35,15.0,4929724.0275135385,-29066.961701265645,4033435.1729239807,0.2506658184369832,0.12033770158594786,0.19936386243475623,39.47782655966892,-0.3378272130362344,49.61407952941954
13,35,20.0,4929723.927703949,-29066.315193233455,4033435.158244515,0.18549108684212207,0.0890474383535106,0.14752830731161348,39.47782705098546,-0.33781970608922046,49.52476559393108
13,35,25.0,4929722.457715239,-29067.208670062086,4033434.8274242925,0.6352593748986297,0.3049585891024383,0.5052481994855446,39.477833138533356,-0.33783019090896294,48.18388168141246
13,35,30.0,4929719.45451923,-29087.02362148906,4033440.536660899,0.3151004575932608,0.15126208314059628,0.2506136120854031,39.4778893582772,-0.3380606884349894,49.585873615927994
13,35,35.0,4929710.818370038,-29121.81818867041,4033451.116124189,0.22154827520416717,0.10635071114581182,0.17620831354865094,39.478011185866706,-0.3384656679383195,49.804792082868516
13,35,40.0,4929700.468891714,-29162.177568253122,4033462.6394299613,0.345893448328289,0.16603704679280457,0.27510796735310716,39.47814919644221,-0.33893544174769347,49.32697616238147
13,35,45.0,4929691.763239232,-29198.993162212068,4033472.665963586,0.7134516592157534,0.3424659845165999,0.5674512431137485,39.478267506381975,-0.3393639177931592,49.150414956733584
13,35,50.0,4929683.64246454,-29236.549648417396,4033484.4170936164,0.24986728966549007,0.11993671436196865,0.19873619078245058,39.47839442997385,-0.3398009657977354,50.525399815291166
13,35,55.0,4929673.171513438,-29275.860510413462,4033495.5659845,0.916409281656334,0.43502072473629483,0.8173503993256724,39.47853056344217,-0.3402585671502027,49.7117996616289
13,36,0.0,4929662.692475798,-29318.091410745503,4033508.0324142594,0.2529696512129042,0.1402796986493971,0.20438172551113523,39.478675801680254,-0.34075010836640335,49.74331929348409
13,36,5.0,4929651.48113819,-29362.208454542237,4033520.7391081653,0.21277047783283667,0.10097855212018192,0.18989024260773962,39.478826837320945,-0.34126362358356477,49.37136625684798
13,36,10.0,4929643.010325171,-29404.701501561558,4033532.538073334,0.4387565795518476,0.20820402428556467,0.39169811603414484,39.47895592206319,-0.341758076521222,50.53041503112763
13,36,15.0,4929632.142353797,-29447.10071517753,4033543.984406624,0.4259122825479269,0.20208433579900079,0.3803511717557334,39.47909628361815,-0.3422516069709252,49.61491506733
13,36,20.0,4929624.109362526,-29480.980865250556,4033554.604532582,0.6640831134710263,0.3150512448837263,0.593231093043284,39.479214956569535,-0.34264593105324975,50.32326036132872
13,36,25.0,4929619.816812458,-29498.253649069335,4033560.196154809,0.5561873950259166,0.263830704790225,0.49700361717723546,39.47927781937087,-0.3428469796179169,50.64499250985682
13,36,35.0,4929613.921152981,-29519.311332704652,4033565.6260799626,0.42120090050945785,0.19974789699053466,0.3766188547701303,39.47934860813233,-0.3430921295318518,49.644120497629046
13,36,40.0,4929614.176057783,-29522.060217333088,4033566.5880790525,0.4699083501779652,0.22281755169155348,0.42030381862807636,39.47935374200598,-0.34312406030376796,50.465210975147784
13,36,45.0,4929614.35856185,-29522.637429479328,4033565.7923241644,0.7449972991084102,0.3532104509931019,0.6665649169337758,39.479347144980245,-0.343130756165012,50.10280196927488
13,36,50.0,4929614.853178023,-29522.099889908983,4033566.8308533486,0.2768669673666132,0.13124776777831593,0.24779733689167854,39.47935155088645,-0.3431244742628723,51.142378707416356
13,36,55.0,4929612.348565809,-29528.5878251261,4033566.9463327723,0.302683430799832,0.14346658034227452,0.2709892903578928,39.479366473866655,-0.3432000537036103,49.312633774243295
13,37,0.0,4929608.366770314,-29544.278091381224,4033572.4229441024,0.36215912608343914,0.17163359201542455,0.3243404624749409,39.479426810923265,-0.34338268895907215,49.79392134398222
13,37,5.0,4929603.814624356,-29565.286245962347,4033578.6984409876,0.3765005508283348,0.17840566012331888,0.3372917785374472,39.47949578505672,-0.3436271707602252,50.36758411023766
13,37,10.0,4929602.436123054,-29572.517537418717,4033581.2154582865,0.14873104281367938,0.07046670495097267,0.13328468903499258,39.47952092905622,-0.3437113116740434,50.93740784190595
13,37,15.0,4929602.465427078,-29572.796286600165,4033581.653159379,0.5629784754006155,0.2666936673435221,0.5046718057533782,39.47952379457703,-0.34371454936006784,51.23960788547993
13,37,20.0,4929602.271378989,-29572.86597539772,4033581.196844172,1.0580605572082131,0.5011518328814126,0.9487822578871951,39.479521731092106,-0.3437153728394512,50.80003057420254
13,37,25.0,4929602.353151333,-29572.773445495353,4033581.1232809853,0.42846044952888573,0.20291153829508285,0.38433125513090755,39.47952075458631,-0.3437142917202347,50.81594548653811
13,37,30.0,4929602.7830942795,-29572.502448064643,4033581.727780607,0.5136740225159384,0.2432316767624252,0.46091586211492624,39.47952250430934,-0.3437111121082144,51.5308793047443
13,37,35.0,4929602.683572027,-29572.792875122203,4033581.0438268213,0.3066289603814211,0.14517155903570256,0.27522410856076723,39.47951830938819,-0.34371449450087,51.02054955717176
13,37,40.0,4929601.334871959,-29574.974400865216,4033581.835056274,0.6022626695526888,0.28509491597600795,0.5407526466746685,39.479531458456684,-0.3437399430650981,50.492738702334464
13,37,45.0,4929600.564909855,-29574.603862537995,4033582.1013541073,0.7575454952557408,0.35854749130368074,0.6803947599089832,39.4795377317068,-0.34373569021387307,50.0660498496145
13,37,50.0,4929600.724726309,-29574.622435063582,4033581.7334076543,0.7777096502851325,0.36803508971985,0.6987300419460233,39.47953425790341,-0.3437358949273554,49.955546929501
13,37,55.0,4929600.557958868,-29574.762571936353,4033581.654971825,0.7227438504337074,0.34197095273027167,0.6495553437399441,39.479534662800354,-0.3437375352803339,49.77760871872306
13,38,0.0,4929599.828031326,-29581.81578878342,4033584.5812458056,0.9332796837504763,0.44151869293801344,0.8390417634137205,39.479558943918256,-0.3438195613920769,51.10742049384862
13,38,5.0,4929596.707421693,-29593.123631803843,4033586.5377179063,0.5224321849630977,0.24711493861838996,0.46983122496707014,39.47959002696763,-0.3439512032445449,49.99513272102922
13,38,10.0,4929597.139688418,-29593.871848209114,4033587.918765848,0.4828377364594775,0.22835013954619135,0.43436355863471043,39.479597126918875,-0.34395986914988624,51.21031403914094
13,38,15.0,4929595.865561573,-29594.884087705406,4033587.6628101193,0.4229441792729221,0.19999235755486658,0.3806059640886472,39.47960260904805,-0.343971722697392,50.068848500959575
13,38,20.0,4929594.9909209255,-29599.570981020952,4033588.647412239,0.17699897676230084,0.08368174593449541,0.15933229372569696,39.47961430153466,-0.34402625666438286,50.04150154720992
13,38,25.0,4929591.120448603,-29618.786622887055,4033593.6902195932,0.1750352868260083,0.08273983903969126,0.15761567469301171,39.479670862668925,-0.3442498587738143,50.349449631758034
13,38,30.0,4929582.2742482005,-29653.412068937785,4033604.057791563,0.7542991858841626,0.3565013770694607,0.6794513843370357,39.479792404219246,-0.34465290822933514,50.27406209241599
13,38,35.0,4929572.078192815,-29696.171117390717,4033616.9718507887,0.7413226848187406,0.3503101806885246,0.6679795427513882,39.479939097002166,-0.34515058596151005,50.81391764152795
13,38,40.0,4929561.096085555,-29742.493210222805,4033630.277035567,0.3641948679116442,0.17207053583645437,0.3282698200837211,39.48009288501767,-0.3456897322044811,51.01267544180155
13,38,45.0,4929547.580245468,-29796.9080798335,4033645.456181353,0.36660291798776884,0.17317898296906764,0.33054795736489584,39.480273927820356,-0.34632311707290464,50.48544417694211
13,38,50.0,4929533.444087079,-29853.83210450248,4033662.3786117053,0.5045069601937315,0.2382825917461822,0.4550375706041941,39.48047055170713,-0.3469857117330619,50.60009740199894
13,38,55.0,4929519.802159148,-29912.828418940455,4033678.9679653435,0.4896164578200819,0.2312098685598371,0.44175122186139176,39.480661953985305,-0.3476723605713812,50.8947229757905
13,39,0.0,4929506.113900891,-29971.195049221555,4033695.8790885676,0.6460880834455055,0.30504686366216505,0.5831163593295515,39.48085587633409,-0.3483516978192837,51.3558399323374
13,39,5.0,4929492.613562785,-30025.490284814197,4033711.700853258,0.5779496800675469,0.27695320953496755,0.46010366457528,39.481041287465935,-0.3489837051351627,51.25082463957369
13,39,10.0,4929481.677963898,-30074.46508611546,4033726.2606087183,0.45762179422370514,0.21927848776284803,0.36432489045013494,39.481203420204324,-0.3495536963798156,52.29838019236922
13,39,15.0,4929474.0898032,-30099.52218095049,4033732.8724416983,0.546845149062144,0.26201486905431065,0.4353746123969101,39.481291964193545,-0.3498454647669165,50.763709989376366
13,39,20.0,4929473.584339797,-30102.449152361332,4033733.7567052734,0.5748888876958619,0.2754337246722055,0.45771949967736236,39.48130090375659,-0.34987951986072197,50.9496171111241
13,39,25.0,4929473.93424551,-30102.145040747306,4033733.800653987,0.5850690039889392,0.28029247395147444,0.46584303491079526,39.48129921609738,-0.34987596043748914,51.246190970763564
13,39,30.0,4929474.188429224,-30102.010756675194,4033734.194328935,0.35310824551092806,0.16915424230546938,0.2811626687157083,39.48130050191518,-0.3498743816576932,51.69205047842115
13,39,35.0,4929474.063590703,-30102.42371392433,4033733.853954794,0.6015670258764471,0.2881570774516935,0.47901748540416955,39.48129883616455,-0.349879190183232,51.381225381046534
13,39,40.0,4929473.9809951205,-30102.252533931984,4033734.09181098,0.596383574713778,0.28565426161051793,0.4749094595942375,39.481300968692516,-0.34987720647713055,51.467905070632696
13,39,45.0,4929474.174343868,-30102.354406698538,4033734.2238821676,0.7882073095207681,0.3775068235842977,0.6276877764763881,39.48130077601,-0.34987837678760925,51.70158955268562
13,39,50.0,4929475.023304564,-30102.705210549953,4033734.4177791504,0.9608070470367494,0.4601393720760877,0.7651696322721575,39.48129724990727,-0.3498823938086748,52.481770718470216
13,39,55.0,4929473.971223169,-30102.048884703916,4033734.0599595774,0.5784018611140616,0.27698181462699595,0.46064863134866296,39.481300810349815,-0.3498748402231762,51.43915111385286
13,40,0.0,4929474.027932854,-30102.298093399964,4033734.1388475657,1.0801733639534363,0.5172291155587582,0.8603048988290836,39.48130102528996,-0.34987773266833155,51.53425427805632
13,40,5.0,4929472.668965917,-30108.793956725898,4033736.1495896084,0.6424184306182822,0.3075919799526344,0.5116771628448274,39.48132255890514,-0.3499533284078512,51.79448219947517
13,40,10.0,4929466.218705558,-30133.432262593004,4033742.861924991,0.7242849668992909,0.3467637388153938,0.5769085177670084,39.481405298788694,-0.35024014961846806,51.200144197791815
13,40,15.0,4929451.461215438,-30159.92850186095,4033763.2232311415,0.4020002920270359,0.192449662524128,0.3202163034293143,39.481630431578985,-0.3505491565038781,52.88146789651364
13,40,20.0,4929428.222903238,-30187.020400283134,4033791.935016241,0.22217353225810696,0.10635283191112731,0.17698200979226794,39.4819621612429,-0.3508656920488333,53.32974775414914
13,40,25.0,4929402.642284718,-30221.60625753323,4033821.66767003,0.47280620098775933,0.22631088246351563,0.3766517277137123,39.48231413775851,-0.35126949846026917,52.6551146954298
13,40,30.0,4929365.608649137,-30233.99025378324,4033865.5076145153,0.37143458364140974,0.177774373696824,0.29590959783924725,39.48283055304439,-0.3514160756379151,52.00637910421938
13,40,35.0,4929326.300415326,-30244.504566993204,4033914.841537236,0.386385488494896,0.18491477904088663,0.3078347315702771,39.48339825260321,-0.3515410858852718,53.087177968584
13,40,40.0,4929286.375839226,-30256.099105064575,4033961.1701320405,0.44387456579552953,0.2124098251575447,0.3536530414882098,39.48394855188557,-0.3516786976618782,51.787076762877405
13,40,45.0,4929246.546406651,-30267.513239139153,4034010.0117376396,0.29217123220622593,0.13980246693064716,0.23279579742243384,39.484515781858995,-0.3518142080013116,52.158106478862464
13,40,50.0,4929203.069859546,-30280.295475357085,4034061.593279946,0.4946922067703392,0.23668730314936642,0.39417900210087,39.485122897703405,-0.3519658827924114,51.463778152130544
13,40,55.0,4929160.632144322,-30293.32281449297,4034114.388599874,0.624436719658364,0.29873793477334365,0.4975856119579033,39.48573249256489,-0.3521203349762386,52.344915117137134
13,41,0.0,4929117.230171939,-30306.22991119275,4034166.3499914207,0.318030268392778,0.1521359825856962,0.25343640771698966,39.48634181694302,-0.3522734610879768,51.95176232419908
13,41,5.0,4929073.859511485,-30318.414853551174,4034217.7128821677,0.24278742013324206,0.11613168399656663,0.1934853580952525,39.48694682689503,-0.3524181936151561,51.199505045078695
13,41,10.0,4929034.198048541,-30329.932649671606,4034267.4527238053,0.4874835191186023,0.23315520330574116,0.3885111526976119,39.487519333721465,-0.35255490867374584,52.27526641450822
13,41,15.0,4928999.28368026,-30328.817482732444,4034310.336025342,0.49988117608435273,0.2390628184240224,0.3984117520222409,39.488017435352624,-0.35254444346249836,52.59502497501671
13,41,20.0,4928972.417734871,-30346.69796394193,4034341.842269944,0.2074259705014257,0.09919011293289041,0.1653296531465729,39.4883896858778,-0.3527542049325189,51.98183915019035
13,41,25.0,4928949.375208074,-30381.004190256273,4034370.5722424136,0.49075423292781317,0.23465461971589407,0.39117791141601366,39.48872015909202,-0.35315462607317194,52.63224626518786
13,41,30.0,4928914.078762262,-30411.11042193659,4034412.867598693,0.44943108766268647,0.21487563690752293,0.35825811309208294,39.48921525939418,-0.3535071092314041,52.43298746459186
13,41,35.0,4928879.259188144,-30442.118505705716,4034455.7830926254,0.22719741311126593,0.10861404563651411,0.18111698209521793,39.48971190588202,-0.35387004635986474,53.00102961808443
13,41,40.0,4928843.42774607,-30473.672239156596,4034497.7611863823,0.1786709266513981,0.0854072107013226,0.1424402537271226,39.49020781175619,-0.354239404019194,52.195292356424034
13,41,45.0,4928808.209211392,-30505.281305165867,4034539.807361557,0.4374079010437511,0.20906668409529564,0.348729537116841,39.49070067715296,-0.35460936612240346,51.90673919208348
13,41,50.0,4928773.99286395,-30536.494175921922,4034583.0534619293,0.3220747868314737,0.15392600973220963,0.2567924781978934,39.4911961554682,-0.3549746558105402,53.153420456685126
13,41,55.0,4928739.028208604,-30567.91488708898,4034626.23674624,0.19431573766537177,0.09285810759683957,0.15493773063969682,39.49169547469023,-0.35534242050752973,53.78430722095072
13,42,0.0,4928703.298875718,-30598.72563607692,4034668.6620262004,0.40873815310184447,0.19530487578485203,0.3259254051331343,39.49219392571667,-0.3557031550913966,53.34074227511883
13,42,5.0,4928668.445541957,-30629.674909493573,4034711.19106632,0.4653864123530268,0.22235002409641902,0.3711169185626164,39.49268807410969,-0.3560654418781931,53.64046372752637
13,42,10.0,4928634.407343052,-30660.26308835113,4034753.4389370377,0.3338586704584201,0.15949285358650553,0.26624650994096644,39.49317561062205,-0.3564234772217743,54.389284706674516
13,42,15.0,4928600.848415093,-30690.123000453415,4034794.1184803606,0.1710999473568946,0.08173028913715831,0.13645691084670736,39.49364952568858,-0.3567730168991738,54.50761420279741
13,42,20.0,4928567.148804618,-30706.268460836032,4034835.790096305,0.36383286721938923,0.17377568128886176,0.29018306197745597,39.49413163051541,-0.3569631438921829,55.08296644408256
13,42,25.0,4928534.11482713,-30724.528116930727,4034875.965631175,0.42242414116964494,0.20173871671079532,0.33693298933359755,39.49459944794423,-0.35717780248632275,55.231113876216114
13,42,30.0,4928523.5611585835,-30772.23181505445,4034888.8139563706,0.4481543442248275,0.214004018153321,0.35747675596399,39.49474750016762,-0.3577331176008891,55.48845768440515
13,42,35.0,4928522.838862447,-30826.621599057955,4034889.452209095,0.4772457863298024,0.2278714948746784,0.38070454483158656,39.49475412686176,-0.35836544535118375,55.59930360596627
13,42,40.0,4928508.8288250845,-30883.313973668468,4034905.151727508,0.31935553832542063,0.15246676505685663,0.2547687593495105,39.494941467243,-0.3590255085031221,55.04713917057961
13,42,45.0,4928493.901411489,-30944.182943581567,4034923.012709832,0.2455221713955323,0.1148053335416845,0.22488206467624378,39.49514893190839,-0.3597341949951993,55.18259469233453
13,42,50.0,4928478.284921439,-31004.868815288653,4034940.2732949425,0.37649125016928126,0.17600126712763897,0.3449544466239223,39.49535617314635,-0.3604408075493764,54.404231262393296
13,42,55.0,4928463.907738549,-31065.329387336667,4034957.7592184884,0.35805505788697384,0.16733990058576054,0.3281703852643051,39.495557885156344,-0.36114471454691793,54.72507501486689
13,43,0.0,4928449.397636346,-31125.296508723928,4034975.895089985,0.6195202766391951,0.29563963786642355,0.4943471431495179,39.49576488953469,-0.3618428989100417,55.35497949831188
13,43,10.0,4928419.901327554,-31245.265598910977,4035010.258937569,0.7509448454702132,0.3506867055001748,0.6889463791352967,39.496168351170006,-0.36323971984188685,55.036043180152774
13,43,15.0,4928405.458933024,-31305.51427141178,4035027.3689017775,0.35476233421205067,0.16562823473346266,0.3255797495168298,39.49636781438929,-0.3639411843592368,55.069006578065455
13,43,20.0,4928391.2617196,-31365.316675638227,4035045.214479693,0.3983604098895799,0.19001224488942972,0.3179508955794504,39.49657099783206,-0.3646374467875476,55.757492657750845
13,43,25.0,4928375.179141192,-31425.169470754983,4035061.5111995135,0.25318870767939944,0.12075302459077514,0.20209493551971003,39.496774210708715,-0.3653344386805897,54.0069087697193
13,43,30.0,4928361.291058134,-31484.436494716756,4035079.6613970217,0.47603946538915265,0.22700970651497732,0.37999811390651395,39.49697775167198,-0.36602446229560454,55.12632704898715
13,43,35.0,4928347.955222676,-31544.154471940397,4035097.6587548465,0.6751142016087028,0.3219037215325677,0.5389435384295416,39.49717704603129,-0.3667196910608494,56.57752861082554
13,43,40.0,4928332.512854344,-31603.208978932045,4035113.8227384747,0.44695765507417895,0.2130894086546528,0.356828940382907,39.49737568578101,-0.3674073674704448,55.23449898697436
13,43,45.0,4928318.465106661,-31660.84503386447,4035130.6357412837,0.4412989320885032,0.21036553153039964,0.3523338598661498,39.49757089521274,-0.3680784539245331,55.37400666158646
13,43,50.0,4928305.765073364,-31714.05845599803,4035146.0553638292,0.2306722861741748,0.10994685338265923,0.18418101911552925,39.49774885891882,-0.36869802849805955,55.645832483656704
13,43,55.0,4928293.515376063,-31765.13872364241,4035161.657843453,0.5575941829045685,0.265736226307944,0.4452416294427117,39.49792558910511,-0.3692927736511471,56.371354499831796
13,44,0.0,4928283.277984791,-31809.008849346916,4035173.9017302045,0.17834967527454842,0.08306218344530289,0.16416153055259575,39.49806771217211,-0.3698035496827261,56.477947481907904
13,44,5.0,4928275.687232008,-31837.070747886446,4035182.0280526713,0.36575919207288377,0.170295659777684,0.3367719690664456,39.498166638632455,-0.3701303512713469,55.92929106578231
13,44,10.0,4928275.322852717,-31843.256804567824,4035184.6825192426,0.392753745798743,0.18281213468016133,0.36174493974588107,39.4981869459953,-0.3702022942913186,57.36734789982438
13,44,20.0,4928274.149585812,-31843.067045226606,4035184.6608754955,0.8212401852449873,0.3820366315699415,0.756893692524543,39.49819352394935,-0.3702001763853018,56.4473089594394
13,44,25.0,4928274.0041670175,-31843.712301374388,4035184.2300376743,1.012150028408723,0.4707101734681168,0.933148469275041,39.49819133875602,-0.3702076886995687,56.064280703663826
13,44,30.0,4928273.652690556,-31843.778019590696,4035183.5195428627,0.5531921205881544,0.2571921696206867,0.5101793842356667,39.49818841181635,-0.37020847910512944,55.34148612804711
13,44,35.0,4928273.353538172,-31843.853539653883,4035183.0780421463,0.7804859423020438,0.3627597537925359,0.7200339423015956,39.49818705430496,-0.37020937953122024,54.830209909938276
13,44,40.0,4928274.182550243,-31843.45800236742,4035183.967799009,0.8637185305408449,0.40132638305325774,0.7970782783438194,39.49818850366344,-0.37020471896046425,56.03386049903929
13,44,45.0,4928273.726045395,-31843.57599257391,4035183.8318965356,0.9391744116238102,0.436256957398013,0.8669933073302365,39.49819016996058,-0.3702061249404395,55.59575529862195
13,44,50.0,4928275.252699457,-31843.555646211847,4035184.5787963616,0.6819941182783359,0.3166989380726358,0.6297827766441613,39.4981866159371,-0.3702057737277186,57.24873226135969
13,45,0.0,4928274.353185789,-31843.565980869324,4035183.8077807594,0.9117981900721462,0.42315740079386444,0.8425387023785129,39.49818640999031,-0.3702059614411767,56.06428590603173
13,45,10.0,4928274.429108372,-31843.143968052493,4035183.575897226,0.7458735650891961,0.34594131952346224,0.6896629242666105,39.498184379049476,-0.37020104965096906,55.973275487311184
13,45,15.0,4928273.624447171,-31843.54867633884,4035183.3097521705,0.8023337188421228,0.3720129417641083,0.7421074593965143,39.49818712403296,-0.37020581500870275,55.185111090540886
13,45,20.0,4928274.848947392,-31842.805293430793,4035185.5091248685,0.928283834299865,0.4302776369721124,0.858879986273096,39.498195422607296,-0.3701970808713256,57.52518360875547
13,45,25.0,4928273.42678989,-31846.778065156614,4035183.8521702276,0.8314994243971968,0.385295679122786,0.7695795905946395,39.49819190669346,-0.370243372948381,55.393702077679336
13,45,30.0,4928267.591230572,-31870.719822935615,4035191.767326916,0.6803308903281439,0.31514898865300095,0.6298709371014201,39.49827946187414,-0.3705221453249579,56.04471736215055
13,45,35.0,4928258.07929582,-31909.932973977164,4035203.7786990413,0.7503967480088111,0.3474957698880981,0.6949635710188934,39.49841598030585,-0.37097873226310096,56.54075492825359
13,45,40.0,4928248.486395598,-31950.42895787834,4035215.0825017532,0.7165784319025633,0.3317297060756169,0.6638568397861577,39.498547995439786,-0.3714502405970017,56.5309567861259
